nome;frequencia;no_casos
JOSEANE;19;1
JUCILENE;19;1
JUSTA;19;1
JUVENCIA;19;1
LEONI;19;1
LEONILDE;19;1
MARCILENE;19;1
NARA;19;1
NELSA;19;1
NICE;19;1
NINA;19;1
ODALIA;19;1
ODELIA;19;1
ONEIDE;19;1
ORDALINA;19;1
OTOLIA;19;1
PATROCINA;19;1
YONE;19;1
ADELMA;18;1
ALICIA;18;1
ALMA;18;1
AMANTINA;18;1
CARLINA;18;1
CARLITA;18;1
CELMA;18;1
CLEUNICE;18;1
DELVIRA;18;1
DENAIR;18;1
DILCE;18;1
DOMITILA;18;1
EDELVIRA;18;1
ELCI;18;1
ESMERIA;18;1
EUFROZINA;18;1
EVANIR;18;1
FLORIPEDES;18;1
GENNY;18;1
GENUINA;18;1
GEROSINA;18;1
GISLENE;18;1
GLACI;18;1
GLICERIA;18;1
GUILHERME;18;1
HORACIA;18;1
ILCA;18;1
IRAILDES;18;1
JASMELINA;18;1
JENNY;18;1
JORDINA;18;1
LEONITA;18;1
LINDOMAR;18;1
LIRA;18;1
LUCINEIDE;18;1
MAE;18;1
MATHILDES;18;1
MAXIMA;18;1
NATHALIA;18;1
NELSINA;18;1
NERCI;18;1
NORBERTA;18;1
OCTAVIA;18;1
OSANA;18;1
PEROLINA;18;1
PILAR;18;1
PLACEDINA;18;1
RENI;18;1
RENILDA;18;1
ROSIMERE;18;1
SERGINA;18;1
THAIS;18;1
