nome;frequencia;no_casos
EMIL;3;1
EMMANOEL;3;1
ENEIDA;3;1
ENEIDE;3;1
ENGELMANN;3;1
ENILDO;3;1
EPHIGENIA;3;1
EPREIRA;3;1
ERIBERTO;3;1
ERICO;3;1
ERISVALDO;3;1
ERLER;3;1
ERNA;3;1
ERNANE;3;1
ERNESTA;3;1
ERON;3;1
ERONILDES;3;1
EROTIDES;3;1
ERWIN;3;1
ES;3;1
ESCOLASTICO;3;1
ESCORCIO;3;1
ESMERIA;3;1
ESPERANCA;3;1
ESTEBAN;3;1
ESTEFANY;3;1
ESTENIO;3;1
ETERNO;3;1
EUDO;3;1
EUFLOSINA;3;1
EUFRASINO;3;1
EUFRAZIO;3;1
EUGPNIO;3;1
EULALIO;3;1
EURIDICE;3;1
EUZEBIA;3;1
EVANDO;3;1
EVANILDO;3;1
EVARISTA;3;1
EWERTON;3;1
EZIO;3;1
FABRI;3;1
FABRICIA;3;1
FALCO;3;1
FAMA;3;1
FARDIN;3;1
FARINA;3;1
FARO;3;1
FASSINI;3;1
FATIMO;3;1
FAUSTINI;3;1
FAVARO;3;1
FELINTRO;3;1
FELIS;3;1
FELISARDO;3;1
FELISBINA;3;1
FELUCIO;3;1
FERNADO;3;1
FERNANDE;3;1
FERRAREZI;3;1
FERREIRO;3;1
FERRERO;3;1
FERRETTI;3;1
FERRIERA;3;1
FILADELFO;3;1
FILARDI;3;1
FILGUEIRA;3;1
FIORENTIN;3;1
FIORI;3;1
FIRINO;3;1
FLEURY;3;1
FLORIA;3;1
FLORITA;3;1
FLORIZA;3;1
FLORO;3;1
FONTINELE;3;1
FORLIN;3;1
FRACALOSSI;3;1
FRANÂ¦A;3;1
FRANCIELE;3;1
FRANCIELLE;3;1
FRANCINEIDE;3;1
FRANCISO;3;1
FRANCSICO;3;1
FRATINI;3;1
FREDERICK;3;1
FRIAS;3;1
FRITZ;3;1
FROIS;3;1
FROSSARD;3;1
GABRIELI;3;1
GALENO;3;1
GALERA;3;1
GALLARDO;3;1
GALLI;3;1
GALVES;3;1
GARCON;3;1
GARDINI;3;1
GARIBALDI;3;1
GASTAO;3;1
GATTO;3;1
GAVA;3;1
GAVIOLI;3;1
GAZOLA;3;1
GEMEO;3;1
GEMIN;3;1
GENARIO;3;1
GENILSON;3;1
GENNARI;3;1
GENOVA;3;1
GEOVANA;3;1
GERALDES;3;1
GERALDINO;3;1
GERHARD;3;1
GERMINO;3;1
GERONCIO;3;1
GIACOMINI;3;1
GIANNINI;3;1
GILO;3;1
GIOCONDA;3;1
GIORDANO;3;1
GIOVANA;3;1
GIOVANE;3;1
GIUSEPPA;3;1
GIUSEPPINA;3;1
GLEDSON;3;1
GO;3;1
GOCALVES;3;1
GOEMS;3;1
GONCALCES;3;1
GONCALINA;3;1
GONSAGA;3;1
GONSALO;3;1
GONTALVES;3;1
GRA#AS;3;1
GRACILIANO;3;1
GRACINA;3;1
GRAMA;3;1
GRANADO;3;1
GRANEIRO;3;1
GRANGEIRO;3;1
GRATAS;3;1
GRIJO;3;1
GUARACY;3;1
GUARANA;3;1
GUARDIANO;3;1
GUEDE;3;1
GUEIROS;3;1
GUERINO;3;1
GUI;3;1
GULARTE;3;1
GULLO;3;1
GUTEMBERG;3;1
HARUMI;3;1
HEBER;3;1
HELENITA;3;1
HELEODORO;3;1
HELIANA;3;1
HELLEN;3;1
HELMUT;3;1
HELMUTH;3;1
HENRIGUE;3;1
HERCULANA;3;1
HEREDIA;3;1
HERMANO;3;1
HERMELINDA;3;1
HESS;3;1
HESSEL;3;1
HIDEKI;3;1
HIDEO;3;1
HILÂ¦RIO;3;1
HITOMI;3;1
HOTT;3;1
HUMMEL;3;1
HURTADO;3;1
IDALGO;3;1
IGLESIAS;3;1
IGREJA;3;1
ILA;3;1
ILKA;3;1
INARDO;3;1
INÂµCIO;3;1
INDALECIO;3;1
INNOCENCIO;3;1
IRACILDA;3;1
IRENA;3;1
IRENICE;3;1
IRIO;3;1
ISA;3;1
ISADORA;3;1
ISALTINA;3;1
ISAQUE;3;1
ISIDORIO;3;1
ISOLINA;3;1
ISSA;3;1
ITAGIBA;3;1
ITELVINA;3;1
IVANEIDE;3;1
IVANILSON;3;1
IVANIR;3;1
IZA;3;1
IZALTINA;3;1
IZILDO;3;1
IZOLINA;3;1
JACAO;3;1
JACINTHA;3;1
JACY;3;1
JAILTON;3;1
JAIRTON;3;1
JALES;3;1
JAMIL;3;1
JAMILLE;3;1
JANICE;3;1
JARDEL;3;1
JESUITA;3;1
JESUZ;3;1
JHONSON;3;1
JOANINA;3;1
JOCELIO;3;1
JOCO;3;1
JOHNNY;3;1
JOICE;3;1
JORDÂ¦O;3;1
JORDAN;3;1
JOSAFA;3;1
JOSEPH;3;1
JOSEPHINE;3;1
JOST;3;1
JOVEM;3;1
JOVENCIO;3;1
JUDICE;3;1
JULES;3;1
JUNGER;3;1
JURANDY;3;1
JUSCELINO;3;1
JUVENTINO;3;1
KAHANE;3;1
KAMILLY;3;1
KANAN;3;1
KARINA;3;1
KAROLAYNE;3;1
KAUAN;3;1
KELI;3;1
KELVIN;3;1
KHALIL;3;1
KLAUS;3;1
KOVALSKI;3;1
KRAMER;3;1
LABELLA;3;1
LADY;3;1
LAECIO;3;1
LAGARES;3;1
LAIA;3;1
LAINE;3;1
LAMEGO;3;1
LANDER;3;1
LARSEN;3;1
LATORRE;3;1
LAUREANA;3;1
LAURENCO;3;1
LAURI;3;1
LAURITA;3;1
LAVINA;3;1
LECI;3;1
LEDO;3;1
LEGNCIO;3;1
LELLIS;3;1
LENCINA;3;1
LENILDA;3;1
LENILDO;3;1
LENNON;3;1
LENZI;3;1
LEOBINO;3;1
LEONILIA;3;1
LEONORA;3;1
LEUZA;3;1
LEVINA;3;1
LEVIS;3;1
LIANDRO;3;1
LIBERAL;3;1
LICE;3;1
LICO;3;1
LIGORIO;3;1
LILA;3;1
LILIANE;3;1
LIMAS;3;1
LIMO;3;1
LISA;3;1
LIVIO;3;1
LIZETE;3;1
LOMES;3;1
LOREDO;3;1
LORRAYNE;3;1
LOUISE;3;1
LOUREN#O;3;1
LOUZEIRO;3;1
LOZANO;3;1
LU+S;3;1
LUCCA;3;1
LUCCHESI;3;1
LUCIANE;3;1
LUCICLEIDE;3;1
LUCIDIO;3;1
LUIGI;3;1
LUPI;3;1
LUSTOSO;3;1
LUZA;3;1
LUZIANO;3;1
MÂ¦RCIO;3;1
MABEL;3;1
MACÂ¦RIO;3;1
MACENO;3;1
MACIEIRA;3;1
MAGESTE;3;1
MAGNANI;3;1
MAGNUS;3;1
MAGRI;3;1
MAHMOUD;3;1
MAIARA;3;1
MALVA;3;1
MALVEIRA;3;1
MAMEDIO;3;1
MANA;3;1
MANEIRO;3;1
MANENTE;3;1
MANGABEIRA;3;1
MANO;3;1
MANZI;3;1
MANZINI;3;1
MARAES;3;1
MARANGON;3;1
MARANHA;3;1
MARC;3;1
MARCEL;3;1
MARCHESI;3;1
MARCHETTI;3;1
MARCIAL;3;1
MARGARETA;3;1
MARIADA;3;1
MARIANNO;3;1
MARIANTE;3;1
MARINETE;3;1
MARINHA;3;1
MARIOA;3;1
MARION;3;1
MAROTO;3;1
MARRETA;3;1
MARTI;3;1
MARTINELI;3;1
MARTIS;3;1
MARUCCI;3;1
MAS;3;1
MASCHIO;3;1
MASSA;3;1
MASSARI;3;1
MATIA;3;1
MATIELO;3;1
MATINS;3;1
MATOZO;3;1
MATTIA;3;1
MAZZA;3;1
MAZZUCO;3;1
MECEDO;3;1
MEDIANEIRA;3;1
MELCHIADES;3;1
MELCHIOR;3;1
MELGAR;3;1
MELGES;3;1
MELILLO;3;1
MENA;3;1
MENEGASSI;3;1
MENEGHINI;3;1
MERCADO;3;1
MERELES;3;1
MERY;3;1
MESSIA;3;1
MEZA;3;1
MIA;3;1
MICHELINI;3;1
MICHELLE;3;1
MIGLIORINI;3;1
MIGUELINA;3;1
MILHOMEM;3;1
MINGORANCE;3;1
MINHO;3;1
MIRO;3;1
MOCO;3;1
MOESIO;3;1
MOHAMED;3;1
MOITA;3;1
MOLLER;3;1
MONGE;3;1
MONSORES;3;1
MONTANARI;3;1
MONTANHA;3;1
MONTOYA;3;1
MOREL;3;1
MORES;3;1
MORETI;3;1
MOURÂ¦O;3;1
MOYA;3;1
MOZER;3;1
MUNDIM;3;1
MUNHOES;3;1
MUNIS;3;1
MURY;3;1
MUSSOLINI;3;1
NABARRETE;3;1
NABUCO;3;1
NADJA;3;1
NAGIB;3;1
NAILSON;3;1
NANES;3;1
NANINI;3;1
NARCISA;3;1
NARDO;3;1
NASSER;3;1
NATAN;3;1
NATASHA;3;1
NATHALIA;3;1
NATIVA;3;1
NAVAS;3;1
NAVEGANTES;3;1
NAVI;3;1
NEDI;3;1
NEGREIRO;3;1
NENEN;3;1
NERE;3;1
NEUMAN;3;1
NEUMANN;3;1
NEVAL;3;1
NICANOR;3;1
NICOLE;3;1
NICOLETI;3;1
NICOLETTI;3;1
NICOLINA;3;1
NICOLINI;3;1
NILMA;3;1
NILSO;3;1
NINO;3;1
NOBERTA;3;1
NOEME;3;1
NOEMI;3;1
NOLA;3;1
NOQUEIRA;3;1
NOVELLI;3;1
NUMERIANO;3;1
NUNO;3;1
OCELO;3;1
OCTAVIANO;3;1
ODETTE;3;1
ODILO;3;1
OEREIRA;3;1
OFELIA;3;1
OLEGÂ¦RIO;3;1
OLINA;3;1
OLINDO;3;1
OLIVARES;3;1
OLIVER;3;1
OLIVIERI;3;1
OLIVO;3;1
ONELIA;3;1
ONIAS;3;1
ORACIO;3;1
ORIDES;3;1
ORIVALDO;3;1
ORPINELLI;3;1
OSCARINA;3;1
OSEIAS;3;1
OSORIA;3;1
OTAVIANA;3;1
OUTEIRO;3;1
OVELAR;3;1
PACE;3;1
PACIENCIA;3;1
PADRAO;3;1
PAGOTO;3;1
PAGOTTO;3;1
PALHA;3;1
PANTA;3;1
PAOLO;3;1
PARA;3;1
PARISE;3;1
PASCHOALINI;3;1
PASCUAL;3;1
PASSARELLI;3;1
PEDER;3;1
PEDROLINA;3;1
PEEIRA;3;1
PEGORARO;3;1
PEINADO;3;1
PELLEGRINE;3;1
PELLEGRINO;3;1
PEQUENA;3;1
PERCILIANO;3;1
PEREGRINO;3;1
PEREIRADA;3;1
PERICO;3;1
PERIM;3;1
PERY;3;1
PESSI;3;1
PETERS;3;1
PETROLINO;3;1
PETRONILO;3;1
PETTINATI;3;1
PIANO;3;1
PIAZZA;3;1
PICCOLI;3;1
PICOLI;3;1
PIERRI;3;1
PINHEIROS;3;1
PINNA;3;1
PINOTTI;3;1
PIOVEZAN;3;1
PISANI;3;1
PLANTES;3;1
POLIDORIO;3;1
POMPEO;3;1
PORCHAT;3;1
PORCINIO;3;1
PORCIUNCULA;3;1
PORFINO;3;1
POSSEBON;3;1
POSSIDONIA;3;1
PRADELLA;3;1
PRETTI;3;1
PRIETO;3;1
PRIMA;3;1
PROCAPIO;3;1
PROFETA;3;1
PROSPERO;3;1
PROTASIO;3;1
PRUDENCIA;3;1
PUERTA;3;1
PURCINA;3;1
QUILES;3;1
QUINA;3;1
QUINTANA;3;1
QUINTINA;3;1
QUIROGA;3;1
RANULFO;3;1
RAUPP;3;1
RAVAGNANI;3;1
REBEQUE;3;1
RECK;3;1
REITER;3;1
RENAUT;3;1
RENILDA;3;1
RENOVATO;3;1
RESSURREICAO;3;1
RIAL;3;1
RIAN;3;1
RIBEIRA;3;1
RICARDINO;3;1
RIDRIGUES;3;1
RIGHETTI;3;1
RIGHETTO;3;1
RIMES;3;1
RITTER;3;1
RIVA;3;1
RIVELO;3;1
RODNEY;3;1
RODOLPHO;3;1
RODRIGES;3;1
RODRIGU;3;1
RODRIGUE;3;1
ROGEL;3;1
ROGERIA;3;1
ROGRIGUES;3;1
ROLA;3;1
ROLIN;3;1
ROMANINI;3;1
ROMUALDA;3;1
RONCHI;3;1
RONEY;3;1
ROSEANE;3;1
ROSENILDA;3;1
ROSSE;3;1
ROZALINA;3;1
RUA;3;1
RUBIAO;3;1
RUBIRA;3;1
RUELA;3;1
RUMAO;3;1
SABRINO;3;1
SAES;3;1
SAFIRA;3;1
SALEM;3;1
SALINAS;3;1
SALLA;3;1
SALOMÂ¦O;3;1
SALVIANA;3;1
SANSEVERO;3;1
SANT`ANNA;3;1
SANTAREM;3;1
SANTIL;3;1
SANTNANA;3;1
SANTNANNA;3;1
SANZ;3;1
SARAFIM;3;1
SARAN;3;1
SATURNO;3;1
SATYRO;3;1
SAYURI;3;1
SCHIAVO;3;1
SCHIMITT;3;1
SCHMITT;3;1
SCHMITZ;3;1
SCHOTT;3;1
SCHROEDER;3;1
SCHUMACHER;3;1
SECCO;3;1
SECUNDO;3;1
SELMO;3;1
SEMIAO;3;1
SENHORINHO;3;1
SENIRA;3;1
SERAPIAO;3;1
SEREIO;3;1
SERNA;3;1
SEVILHA;3;1
SIGMARINGA;3;1
SILMA;3;1
SILMAR;3;1
SILVANE;3;1
SILVANIO;3;1
SIMIÂ¦O;3;1
SIMIANO;3;1
SIMIONI;3;1
SIMONETTI;3;1
SIMPLUCIO;3;1
SINESIO;3;1
SINEZIO;3;1
SINVAL;3;1
SINVALDO;3;1
SIRIACO;3;1
SIRIO;3;1
SIZENANDO;3;1
SMITH;3;1
SO;3;1
SON;3;1
SOS;3;1
SPERANDIO;3;1
SPINELLI;3;1
SPINOSA;3;1
STEFANE;3;1
STEFFEN;3;1
STEVANATO;3;1
STOCO;3;1
SUAREZ;3;1
SURIANO;3;1
SUTERIO;3;1
SUTERO;3;1
SUZA;3;1
SUZART;3;1
SYLVIA;3;1
SZABO;3;1
TADEUS;3;1
TAMEIRAO;3;1
TANAN;3;1
TANGERINO;3;1
TANURE;3;1
TARCIO;3;1
TARIFA;3;1
TASSONI;3;1
TEDESCHI;3;1
TEDESCO;3;1
TEMOTIO;3;1
TENCA;3;1
TEODOSO;3;1
TESTE;3;1
TIBIRICA;3;1
TIMOTIO;3;1
TOJAL;3;1
TOMIO;3;1
TONELLI;3;1
TORALES;3;1
TORRE;3;1
TOSCA;3;1
TRANQUILINO;3;1
TUNES;3;1
UBIRACI;3;1
UBIRATA;3;1
ULYSSES;3;1
VAGNO;3;1
VALDEREZ;3;1
VALDEVAN;3;1
VALDICE;3;1
VALDINEI;3;1
VALENZUELA;3;1
VANDERLI;3;1
VANDRE;3;1
VANILDO;3;1
VANZO;3;1
VARANDA;3;1
VAREJAO;3;1
VASQUE;3;1
VELASQUES;3;1
VENACIO;3;1
VENUTO;3;1
VERISSIMA;3;1
VIANEZ;3;1
VIC;3;1
VICENTINI;3;1
VIEGA;3;1
VIGILATO;3;1
VILANIR;3;1
VILARINDO;3;1
VILEMAR;3;1
VINCI;3;1
VIRGILIA;3;1
VIRGILINA;3;1
VIVALDO;3;1
VIVIAN;3;1
VOIGT;3;1
WALDOMIRO;3;1
WANDA;3;1
WANZELER;3;1
WATANABE;3;1
WELINGTON;3;1
WENDHAUSEN;3;1
WILL;3;1
WILLIAMS;3;1
WILMAR;3;1
WILSOM;3;1
WOLF;3;1
YAMAMOTO;3;1
YASSUDA;3;1
YOSSEF;3;1
YU;3;1
YUTAKA;3;1
ZABALA;3;1
ZADRA;3;1
ZAMBON;3;1
ZANARDO;3;1
ZANELATTO;3;1
ZANIN;3;1
ZANIRA;3;1
ZAPELINI;3;1
ZENEIDE;3;1
ZIMERMAN;3;1
ZUMIRA;3;1
Â¦GUIDA;2;1
Â¦VILA;2;1
AAPARECIDA;2;1
AARÂ¦O;2;1
ABELINA;2;1
ABI;2;1
ABIGAIL;2;1
ABNER;2;1
ABRANCHES;2;1
ABS;2;1
ABSALAO;2;1
ABU;2;1
ABUD;2;1
ACACIA;2;1
ACCORSI;2;1
ACELINA;2;1
ACHILES;2;1
ACIR;2;1
ACURCIO;2;1
ACUYO;2;1
ADA;2;1
ADALIA;2;1
ADAME;2;1
ADAMI;2;1
ADAMS;2;1
ADE;2;1
ADECIO;2;1
ADEISA;2;1
ADELAR;2;1
ADEMILSON;2;1
ADEMILTON;2;1
ADENIR;2;1
ADERSON;2;1
ADHEMAR;2;1
ADILIA;2;1
ADILIO;2;1
ADIMILSON;2;1
ADOLAR;2;1
ADONIS;2;1
ADRIELE;2;1
ADSON;2;1
AECIO;2;1
AFETO;2;1
AFLITOS;2;1
AFONSINA;2;1
AFRA;2;1
AGAMENON;2;1
AGAPTO;2;1
AGNELLO;2;1
AGRICIO;2;1
AGRIPINA;2;1
AGUAYO;2;1
AGUEDA;2;1
AGUILLAR;2;1
AGUIRRA;2;1
AGUSTINI;2;1
AIDE;2;1
AILA;2;1
AIMORE;2;1
AIROLDI;2;1
AKEMI;2;1
AKIYAMA;2;1
AL;2;1
ALADIA;2;1
ALAMINOS;2;1
ALANE;2;1
ALANKARDEC;2;1
ALARCON;2;1
ALARICO;2;1
ALBEERTO;2;1
ALBENIR;2;1
ALBER;2;1
ALBERTA;2;1
ALBERTON;2;1
ALBERTONI;2;1
ALBES;2;1
ALBETIZA;2;1
ALBETO;2;1
ALBOITE;2;1
ALBRECHT;2;1
ALCALA;2;1
ALCEBIADES;2;1
ALCI;2;1
ALCIDA;2;1
ALCIONEIDE;2;1
ALDENI;2;1
ALDENICE;2;1
ALDINA;2;1
ALDINO;2;1
ALDIR;2;1
ALE;2;1
ALEF;2;1
ALELMA;2;1
ALESANDRO;2;1
ALEVATO;2;1
ALEXANDE;2;1
ALEXIA;2;1
ALEXIS;2;1
ALEXSANDER;2;1
ALEXSANDRA;2;1
ALFA;2;1
ALFARO;2;1
ALFIERI;2;1
ALFRED;2;1
ALFREDA;2;1
ALGUSTO;2;1
ALICIA;2;1
ALIRIO;2;1
ALIVEIRA;2;1
ALMAGRO;2;1
ALMERINDO;2;1
ALT;2;1
ALTIVA;2;1
ALVESDE;2;1
AMADA;2;1
AMANTINO;2;1
AMARILLA;2;1
AMATE;2;1
AMAVEL;2;1
AMBRASIO;2;1
AMON;2;1
AMORA;2;1
AMORDIVINO;2;1
AMOROSO;2;1
ANAEL;2;1
ANAIS;2;1
ANALIO;2;1
ANAMIAS;2;1
ANDER;2;1
ANDERLE;2;1
ANDERSEN;2;1
ANDRDE;2;1
ANDREAZZA;2;1
ANDREE;2;1
ANDREO;2;1
ANDREOLI;2;1
ANDRETTA;2;1
ANDRIANI;2;1
ANEZIO;2;1
ANGELICO;2;1
ANGELONI;2;1
ANGELOS;2;1
ANGRISANI;2;1
ANHAIA;2;1
ANICETA;2;1
ANIS;2;1
ANOEL;2;1
ANSELMA;2;1
ANT;2;1
ANTA;2;1
ANTÂ¦NIO;2;1
ANTÂ¦O;2;1
ANTHERO;2;1
ANTOLINEZ;2;1
ANTON;2;1
ANTONIALLI;2;1
ANTONIASSI;2;1
ANTONIAZZI;2;1
ANTONIETTI;2;1
ANTONILDA;2;1
ANTONINHO;2;1
ANTSNIA;2;1
ANTUNIS;2;1
ANUNCIO;2;1
Âº;2;1
AOKI;2;1
APAARECIDO;2;1
APARECIDADE;2;1
APIO;2;1
APOLINO;2;1
APPARICIO;2;1
APPEL;2;1
APRIJO;2;1
ARAGOA;2;1
ARAGON;2;1
ARANDAS;2;1
ARCANGELA;2;1
ARCENO;2;1
AREDES;2;1
AREIA;2;1
ARENT;2;1
ARGENTINO;2;1
ARIANO;2;1
ARILDO;2;1
ARINO;2;1
ARIS;2;1
ARISTON;2;1
ARIZOLI;2;1
ARIZZA;2;1
ARLEI;2;1
ARMANI;2;1
ARMELIM;2;1
ARMELINA;2;1
ARMO;2;1
ARNALDA;2;1
ARNALDINA;2;1
ARNILDO;2;1
ARNOLD;2;1
AROCA;2;1
AROUCHE;2;1
ARRIERO;2;1
ARROJO;2;1
ARROYO;2;1
ARTENIO;2;1
ARTERO;2;1
ARZA;2;1
AS;2;1
ASBAHR;2;1
ASCARI;2;1
ASCENCIO;2;1
ASCOLI;2;1
ASILVA;2;1
ASIS;2;1
ASSAF;2;1
ASSENCAO;2;1
ASSI;2;1
ASSOBO;2;1
ASSUMPTA;2;1
ASSUN?CO;2;1
ASSUNÂ¦AO;2;1
ASSUNTA;2;1
ASTA;2;1
ASTERIO;2;1
ASTROGILDO;2;1
ATALAIA;2;1
ATALLA;2;1
ATANAGILDO;2;1
ATHANASIO;2;1
ATSURO;2;1
AUGSTO;2;1
AUGUSTIM;2;1
AUGUSTIN;2;1
AUREO;2;1
AURI;2;1
AURINEIDE;2;1
AURITA;2;1
AURO;2;1
AVAIR;2;1
AVERSA;2;1
AYDO;2;1
AYOUB;2;1
AYRTON;2;1
AYUMI;2;1
AZAEL;2;1
AZAVEDO;2;1
AZEDIAS;2;1
AZZI;2;1
BABROSA;2;1
BACCHI;2;1
BACELLAR;2;1
BACHIEGA;2;1
BACKX;2;1
BADU;2;1
BAENA;2;1
BAGATIN;2;1
BAGESTEIRO;2;1
BAIENSE;2;1
BAIER;2;1
BALBO;2;1
BALDUINA;2;1
BALEEIRO;2;1
BALIERO;2;1
BALOGH;2;1
BALSAN;2;1
BALTAR;2;1
BAMBIL;2;1
BANDINI;2;1
BARATTO;2;1
BARBA;2;1
BARBATO;2;1
BARBEITAS;2;1
BARCA;2;1
BARCO;2;1
BARDELLA;2;1
BARNARDINO;2;1
BAROBSA;2;1
BARONE;2;1
BARRADAS;2;1
BARRETTO;2;1
BARRO;2;1
BARTZ;2;1
BARUSSI;2;1
BASSETTO;2;1
BATISA;2;1
BATISTADOS;2;1
BATISTELA;2;1
BAUR;2;1
BAYER;2;1
BAZAN;2;1
BEATRIS;2;1
BECHELLI;2;1
BECHTLUFFT;2;1
BECKERT;2;1
BEDENDO;2;1
BEDNARSKI;2;1
BEKER;2;1
BELAMINO;2;1
BELGICANO;2;1
BELINI;2;1
BELINO;2;1
BELISA;2;1
BELISARIA;2;1
BELISIO;2;1
BELIZARIA;2;1
BELLA;2;1
BELLIARD;2;1
BELLONI;2;1
BELLOT;2;1
BELLOTI;2;1
BELON;2;1
BELONI;2;1
BELOTO;2;1
BELTRAN;2;1
BEMVINDO;2;1
BENASSI;2;1
BENDITO;2;1
BENEVENUTA;2;1
BENICIA;2;1
BENINI;2;1
BENITEZ;2;1
BENO;2;1
BENOTTI;2;1
BENTHER;2;1
BENVENUTO;2;1
BENVENUTTI;2;1
BERBARDINO;2;1
BERGAMASCHI;2;1
BERGAMIN;2;1
BERGAMINI;2;1
BERING;2;1
BERLIN;2;1
BERLOFA;2;1
BERMUDES;2;1
BERNANRDES;2;1
BERNARD;2;1
BEROALDO;2;1
BERRO;2;1
BERSANI;2;1
BERTAO;2;1
BERTHOLDO;2;1
BERTONE;2;1
BERTOSO;2;1
BERTTI;2;1
BERTULINA;2;1
BETI;2;1
BETIOL;2;1
BETO;2;1
BETRIZ;2;1
BEVILACQUA;2;1
BIAGI;2;1
BIANOR;2;1
BIAS;2;1
BIASOTTO;2;1
BICHARA;2;1
BILLIA;2;1
BILUCA;2;1
BINATTI;2;1
BINO;2;1
BINOTTI;2;1
BIONDO;2;1
BIRAL;2;1
BISCA;2;1
BISCARO;2;1
BIZARRO;2;1
BLAINE;2;1
BLAUTH;2;1
BOAVA;2;1
BOBATO;2;1
BOCARDO;2;1
BOFF;2;1
BOGADO;2;1
BOIKO;2;1
BOIN;2;1
BOLETTA;2;1
BOMBONATTI;2;1
BONAFE;2;1
BONE;2;1
BONELI;2;1
BONFA;2;1
BONFANTE;2;1
BONFIN;2;1
BONIS;2;1
BONITO;2;1
BONON;2;1
BORBOSA;2;1
BORDINI;2;1
BOREL;2;1
BORELLI;2;1
BORGEA;2;1
BORGO;2;1
BORIN;2;1
BORRALHO;2;1
BORTOLI;2;1
BORTOLIN;2;1
BORTOLOTI;2;1
BOSCHETTI;2;1
BOSCHINI;2;1
BOSSAN;2;1
BOTAO;2;1
BOTEGA;2;1
BOTTO;2;1
BOUCAS;2;1
BOUTTO;2;1
BOVO;2;1
BOVOLENTA;2;1
BOY;2;1
BRACA;2;1
BRAGATO;2;1
BRAN;2;1
BRANDINI;2;1
BRANDO;2;1
BRASILIA;2;1
BRASILIANA;2;1
BRAUNA;2;1
BRAZAO;2;1
BRAZCO;2;1
BREMER;2;1
BRENDO;2;1
BRESSANIN;2;1
BREVE;2;1
BRIAN;2;1
BRICK;2;1
BRILHA;2;1
BRISOLA;2;1
BRISOLLA;2;1
BROCANELLO;2;1
BROCCO;2;1
BROCHADO;2;1
BROTAS;2;1
BROTO;2;1
BROZ;2;1
BRUNHILDE;2;1
BRUNI;2;1
BRUNNO;2;1
BRUSCHI;2;1
BRUSCO;2;1
BRUSTOLIN;2;1
BUGALLO;2;1
BUGANCA;2;1
BUGS;2;1
BULE;2;1
BULLE;2;1
BUONOMO;2;1
BUOSI;2;1
BURANELLI;2;1
BURICHE;2;1
BURITI;2;1
BUSSO;2;1
BUSSONS;2;1
BUTURE;2;1
BUZETTI;2;1
BUZZO;2;1
C;2;1
CABECA;2;1
CABECAS;2;1
CABELO;2;1
CABLOCO;2;1
CABO;2;1
CACERES;2;1
CACIMIRO;2;1
CACULA;2;1
CAFE;2;1
CAIANA;2;1
CAIRO;2;1
CAJADO;2;1
CAJE;2;1
CALACA;2;1
CALADA;2;1
CALAIS;2;1
CALASANS;2;1
CALAZAN;2;1
CALDA;2;1
CALDATO;2;1
CALDERARO;2;1
CALDONCELI;2;1
CALE;2;1
CALHEIRO;2;1
CALLAU;2;1
CALLEGARO;2;1
CALOS;2;1
CALU;2;1
CAMBOIM;2;1
CAMBRAIA;2;1
CAMILLA;2;1
CAMILY;2;1
CAMINHAS;2;1
CAMPAGNOLO;2;1
CAMPANELLA;2;1
CAMPANHA;2;1
CAMPELLO;2;1
CAMPINAS;2;1
CAMPISTA;2;1
CAMURCA;2;1
CANA;2;1
CANANI;2;1
CANDEIRA;2;1
CANELLA;2;1
CANITO;2;1
CANTALICE;2;1
CANTAO;2;1
CANTARELLI;2;1
CANUTTO;2;1
CAOBIANCO;2;1
CAPASSO;2;1
CAPATTI;2;1
CAPELI;2;1
CAPITANI;2;1
CAPITULINO;2;1
CAPPELLETTO;2;1
CAPRA;2;1
CAPRISTANO;2;1
CAPUA;2;1
CARA;2;1
CARACA;2;1
CARACINI;2;1
CARBONARI;2;1
CARBONI;2;1
CARDIA;2;1
CARDIAL;2;1
CARDOSOS;2;1
CARDOZA;2;1
CARES;2;1
CARILE;2;1
CARIOCA;2;1
CARIOLANDO;2;1
CARIRI;2;1
CARLINDA;2;1
CARLIS;2;1
CARLITA;2;1
CARME;2;1
CARMELA;2;1
CARMELLA;2;1
CARMELLO;2;1
CARMINA;2;1
CARMINATI;2;1
CARMOSINA;2;1
CARMOSITA;2;1
CARNAVAL;2;1
CARNEIRA;2;1
CARNEVALLI;2;1
CAROLYNE;2;1
CARON;2;1
CAROS;2;1
CARPINELLI;2;1
CARRO;2;1
CARTANO;2;1
CARTES;2;1
CARVAJAL;2;1
CASAES;2;1
CASAL;2;1
CASAR;2;1
CASARIM;2;1
CASARIN;2;1
CASATI;2;1
CASCARDI;2;1
CASQUILHO;2;1
CASSAL;2;1
CASSEB;2;1
CASSEMIRA;2;1
CASSILHAS;2;1
CASSINELLI;2;1
CASTA;2;1
CASTANHEIRO;2;1
CASTANO;2;1
CASTELAR;2;1
CASTELLANO;2;1
CASTELOES;2;1
CASTILLO;2;1
CATA;2;1
CATALANI;2;1
CATALDI;2;1
CATAO;2;1
CATERINA;2;1
CATTA;2;1
CATUNDA;2;1
CAU;2;1
CAVA;2;1
CAVALIERI;2;1
CAVALLINI;2;1
CAVIQUIOLI;2;1
CAXIAS;2;1
CECARELLI;2;1
CECCON;2;1
CELERINO;2;1
CELESTIANO;2;1
CELINE;2;1
CELMA;2;1
CELOI;2;1
CELOIR;2;1
